ID,Catalog Number,Collectors,Collector Number,Start Date,Start Date Precision,Pais,Provincia,Distrito ou Municipio,Locality Name,Latitude1,Longitude1,Collection,Determiner,Kingdom,phylum,class,order,family,genus,Full Name,Species Author,subspecies Author,variety Author
1508,LISC046644,F.A.Mendonça,4010,18/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, pr. estrada para o rio Metuchira.",-19.222199,34.223631,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1509,LISC046645,A.R.Torre,3934,11/02/1942,1,Mozambique,Gaza,,Entre Chongoene e a Missão católica de Malaisse.,-24.880776,33.730744,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1510,LISC046646,F.A.Mendonça,3220,02/12/1944,1,Mozambique,Gaza,,"Margem do rio Limpopo, próx. do rio dos Elefantes.",-24.1122227,32.6388874,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1511,LISC046647,A.R.Torre,2343,11/12/1940,1,Mozambique,Gaza,Chibuto,Entre Manjacaze e Chibuto.,-24.699052,33.706548,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1512,LISC046648,A.R.Torre,1593,18/03/1938,1,Mozambique,Inhambane,Cidade de Inhambane,"Inhambane, Inhambane",-23.8650017,35.383333,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1513,LISC046649,F.A.Mendonça,2865,15/11/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Costa do Sol,-25.9130087,32.6333547,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1514,LISC046650,F.A.Mendonça,2865,15/11/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Costa do Sol,-25.9130087,32.6333547,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1515,LISC046651,F.A.Mendonça,3096,28/11/1944,1,Mozambique,Província de Maputo,Moamba,"A 10 km de Moamba, na direcção do Sábiè.",-25.513728,32.269266,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1516,LISC046652,F.A.Mendonça,3096,28/11/1944,1,Mozambique,Província de Maputo,Moamba,"A 10 km de Moamba, na direcção do Sábiè.",-25.513728,32.269266,Herbário,E.J.Mendes,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1517,LISC046653,F.A.Mendonça,3546,27/11/1947,1,Mozambique,Província de Maputo,Matutuíne,"Maputo, Magala.",-26.566399,32.825199,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1518,LISC046654,F.A.Mendonça,s.n.,1944,3,Mozambique,Província de Maputo,,Lourenço Marques,-25.8620767,32.56406,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1519,LISC046655,A.R.Torre,1952,13/11/1940,1,Mozambique,Província de Maputo,Cidade de Maputo,Costa do Sol,-25.9130087,32.6333547,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1520,LISC046656,A.R.Torre,2158,22/11/1940,1,Mozambique,Província de Maputo,Matutuíne,"Maputo, Salamanga. Margem do rio Maputo.",-26.4752779,32.6483326,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1521,LISC046657,A.R.Torre,2461,07/01/1941,1,Mozambique,Província de Maputo,Cidade de Maputo,Arredores da Polana.,-25.950671,32.601627,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1522,LISC046658,A.R.Torre,2541,14/12/1940,1,Mozambique,Província de Maputo,Moamba,Entre Moamba e Sábiè.,-25.460055,32.239893,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1523,LISC046659,A.R.Torre,2541,14/12/1940,1,Mozambique,Província de Maputo,Moamba,Entre Moamba e Sábiè.,-25.460055,32.239893,Herbário,E.J.Mendes,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1524,LISC046660,A.R.Torre,6453,15/04/1944,1,Mozambique,Província de Maputo,,Entre Umbeluzi e Bela Vista.,-26.184798,32.531534,Herbário,H.Wild,Plantae,,,,,,Grewia caffra,Meisn. 1843,,
1525,LISC046661,F.A.Mendonça,3919,14/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,H.Wild,Plantae,,,,,,Grewia flavescens,Juss.,,
1526,LISC046662,F.A.Mendonça,3919,14/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Grewia flavescens,Juss.,,
1527,LISC046663,A.R.Torre,810,24/12/1935,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1528,LISC046664,A.R.Torre,1560,1937,3,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1529,LISC046665,A.R.Torre,4953,18/03/1943,1,Mozambique,Zambezia,Mocuba,Entre Mocuba e Milange.,-16.799134,36.56883,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1530,LISC046666,A.R.Torre,4953,18/03/1943,1,Mozambique,Zambezia,Mocuba,Entre Mocuba e Milange.,-16.799134,36.56883,Herbário,H.Wild,Plantae,,,,,,Grewia flavescens,Juss.,,
1531,LISC046667,A.R. Torre,1853,24/10/1940,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Montes de Goba.",-26.196958,32.144414,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1532,LISC046668,A.R.Torre,2915,18/06/1941,1,Mozambique,Tete,Changara,Arredores de Boroma. Margens do rio Zambeze.,-16.0500002,33.4333324,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1533,LISC046669,A.R.Torre,2915,18/06/1941,1,Mozambique,Tete,Changara,Arredores de Boroma. Margens do rio Zambeze.,-16.0500002,33.4333324,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1534,LISC046670,F.A.Mendonça,336,18/09/1942,1,Mozambique,Manica,Báruè,"Báruè, entre Vila Gouveia e Tete.",-17.695799,33.248668,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. flavescens,Juss.,,
1535,LISC046671,A.R.Torre,2935,26/06/1941,1,Mozambique,Tete,Changara,Entre Mandiè e Tete.,-16.301162,33.554156,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. olukondae,Juss.,,(Schinz) Wild
1536,LISC046672,A.R.Torre,5769,18/08/1943,1,Mozambique,Tete,Changara,Região de Changara,-16.840912,33.098925,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia flavescens var. olukondae,Juss.,,(Schinz) Wild
1537,LISC046673,F.A.Mendonça,905 A,17/10/1942,1,Mozambique,Cabo Delgado,Montepuez,Montepuez,-13.1255555,38.9997234,Herbário,H.Wild,Plantae,,,,,,Grewia forbesii,Harv. ex Mast.,,
1538,LISC046674,F.A.Mendonça,1040,21/10/1942,1,Mozambique,Cabo Delgado,Palma,"No mar, junto do farol de Cabo Delgado.",-10.691494,40.637753,Herbário,H.Wild,Plantae,,,,,,Grewia glandulosa,Vahl,,
1539,LISC046675,F.A.Mendonça,3128,29/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, a 2 km do rio Uanetze.",-25.021509,32.599239,Herbário,H.Wild,Plantae,,,,,,Grewia hexamita,Burret,,
1540,LISC046676,F.A.Mendonça,3128,29/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, a 2 km do rio Uanetze.",-25.021509,32.599239,Herbário,E.J.Mendes,Plantae,,,,,,Grewia hexamita,Burret,,
1541,LISC046677,F.A.Mendonça,3135,29/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, Mavabaze-Mahel.",-25.029243,32.588998,Herbário,H.Wild,Plantae,,,,,,Grewia hexamita,Burret,,
1542,LISC046678,A.R.Torre,6601,09/05/1944,1,Mozambique,Gaza,,Entre Caniçado e Mapai. Margens do rio Limpopo.,-24.140315,32.757354,Herbário,H.Wild,Plantae,,,,,,Grewia hexamita,Burret,,
1543,LISC046679,A.R.Torre,6520,29/04/1944,1,Mozambique,Província de Maputo,Moamba,Arredores de Moamba.,-25.5961103,32.2433357,Herbário,H.Wild,Plantae,,,,,,Grewia hexamita,Burret,,
1544,LISC046680,F.A.Mendonça,1557,01/12/1942,1,Mozambique,Província de Maputo,Moamba,"Moamba, aluviões do rio Incomamti.",-25.529917,32.261655,Herbário,H.Wild,Plantae,,,,,,Grewia hexamita,Burret,,
1545,LISC046681,F.A.Mendonça,1084,27/10/1942,1,Mozambique,Cabo Delgado,Cidade de Pemba,"Porto Amélia, entre Porto Amélia e a Missão de S. Paulo.",-13.01262,40.531991,Herbário,H.Wild,Plantae,,,,,,Grewia holstii,Burret,,
1546,LISC046682,F.A.Mendonça,3785,18/02/1948,1,Mozambique,Manica,Sussundenga,"Manica, pr. serração de Moribane.",-19.710437,33.449287,Herbário,H.Wild,Plantae,,,,,,Grewia inaequilatera,Garcke,,
1547,LISC046683,A.R.Torre,5305,13/05/1943,1,Mozambique,Zambezia,Morrumbala,"Massingire, encosta ocidental da Serra da Morrumbala.",-17.479124,35.381718,Herbário,H.Wild,Plantae,,,,,,Grewia inaequilatera,Garcke,,
1548,LISC046684,A.R.Torre,3695,21/10/1941,1,Mozambique,Tete,Moatize,Montes de Zóbuè.,-15.61301,34.457854,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1549,LISC046685,A.R.Torre,4796,12/12/1942,1,Mozambique,Zambezia,Mocuba,Arredores de Mocuba.,-16.8375006,36.9855556,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1550,LISC046686,A.R.Torre,5674,07/07/1943,1,Mozambique,Zambezia,Alto Molócue,"A cerca de 60 km, de Alto Molócuè, estrada do Gilé",-15.893759,37.824742,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1551,LISC046687,A.R.Torre,2179,02/12/1940,1,Mozambique,Província de Maputo,,"Entre Moamba e Boane. A uns 30 km de Moamba, estrada Lourenço Marques.",-25.855866,32.283054,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1552,LISC046688,F.A.Mendonça,3165,30/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, arredores de Mapulanguene",-24.515165,32.319406,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1553,LISC046689,F.A.Mendonça,3165,30/11/1944,1,Mozambique,Província de Maputo,Magude,"Magude, arredores de Mapulanguene",-24.515165,32.319406,Herbário,,Plantae,,,,,,Grewia micrantha,Bojer,,
1554,LISC046690,A.R.Torre,2062,16/11/1940,1,Mozambique,Província de Maputo,Namaacha,Entre Goba e a estrada da Namaacha.,-26.106541,32.15281,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1555,LISC046691,A.R.Torre,2065,20/11/1940,1,Mozambique,Província de Maputo,,Entre Umbeluzi e Bela Vista.,-26.184798,32.531534,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1556,LISC046692,A.R.Torre,3725,30/10/1941,1,Mozambique,Manica,,"Báruè, entre Vila Gouveia e Mungári.",-17.617184,33.362772,Herbário,H.Wild,Plantae,,,,,,Grewia micrantha,Bojer,,
1557,LISC046693,A.R.Torre,1072,21/11/1936,1,Mozambique,Nampula,Mecubúri,"Imala, de Mecuburi a Muite, estrada de Mecuburi",-14.341856,38.960458,Herbário,H.Wild,Plantae,,,,,,Grewia microcarpa,K.Schum.,,
1558,LISC046694,A.R.Torre,2349,11/12/1940,1,Mozambique,Gaza,Chibuto,Arredores do Chibuto.,-24.6866655,33.5305557,Herbário,H.Wild,Plantae,,,,,,Grewia microthyrsa,K.Schum. ex Burret,,
1559,LISC046695,F.A.Mendonça,2825,14/11/1944,1,Mozambique,Província de Maputo,Boane,"Maputo, rio Tembe, entre Umbeluzi e Porto Henrique.",-26.164168,32.395574,Herbário,H.Wild,Plantae,,,,,,Grewia microthyrsa,K.Schum. ex Burret,,
1560,LISC046696,F.A.Mendonça,2825,14/11/1944,1,Mozambique,Província de Maputo,Boane,"Maputo, rio Tembe, entre Umbeluzi e Porto Henrique.",-26.164168,32.395574,Herbário,,Plantae,,,,,,Grewia microthyrsa,K.Schum. ex Burret,,
1561,LISC046697,A.R.Torre,2074,20/11/1940,1,Mozambique,Província de Maputo,Boane,"Maputo, entre Umbelúzi e Porto Henrique",-26.163435,32.369149,Herbário,H.Wild,Plantae,,,,,,Grewia microthyrsa,K.Schum. ex Burret,,
1562,LISC046698,F.A.Mendonça,869,15/10/1942,1,Mozambique,Niassa,Maúa,"Marrupa, serra de Mecopo.",-13.809999,37.202776,Herbário,H.Wild,Plantae,,,,,,Grewia monticola,Sond.,,
1563,LISC046699,F.A.Mendonça,869,15/10/1942,1,Mozambique,Niassa,Maúa,"Marrupa, serra de Mecopo.",-13.809999,37.202776,Herbário,E.J.Mendes,Plantae,,,,,,Grewia monticola,Sond.,,
1564,LISC046700,F.A.Mendonça,3475,23/12/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Goba",-26.1997213,32.1516864,Herbário,H.Wild,Plantae,,,,,,Grewia monticola,Sond.,,
1565,LISC046701,F.A.Mendonça,3475,23/12/1944,1,Mozambique,Província de Maputo,Namaacha,"Maputo, Goba",-26.1997213,32.1516864,Herbário,E.J.Mendes,Plantae,,,,,,Grewia monticola,Sond.,,
1566,LISC046702,A.R. Torre,6094,27/10/1943,1,Mozambique,Manica,Guro,"Báruè, Mungari.",-17.1680555,33.5538883,Herbário,H.Wild,Plantae,,,,,,Grewia monticola,Sond.,,
1567,LISC046703,A.R.Torre,6824,03/08/1944,1,Mozambique,Gaza,Cidade de Xai-Xai,Praia de Vila João Belo.,-25.1103473,33.7271721,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1568,LISC046704,F.A.Mendonça,3286,06/12/1944,1,Mozambique,Inhambane,Zavala,Praia de Zavala.,-24.7179957,34.7424984,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1569,LISC046705,F.A.Mendonça,3286,06/12/1944,1,Mozambique,Inhambane,Zavala,Praia de Zavala.,-24.7179957,34.7424984,Herbário,E.J.Mendes,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1570,LISC046706,F.A.Mendonça,3286 B,06/12/1944,1,Mozambique,Inhambane,Zavala,Praia de Zavala.,-24.7179957,34.7424984,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1571,LISC046707,F.A.Mendonça,3286 B,06/12/1944,1,Mozambique,Inhambane,Zavala,Praia de Zavala.,-24.7179957,34.7424984,Herbário,E.J.Mendes,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1572,LISC046708,A.R.Torre,1700,07/10/1940,1,Mozambique,Província de Maputo,Cidade de Maputo,Polana.,-25.950671,32.601627,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1573,LISC046709,A.R.Torre,1709,07/10/1940,1,Mozambique,Província de Maputo,Cidade de Maputo,Polana.,-25.950671,32.601627,Herbário,M.L.Gonçalves,Plantae,,,,,,Grewia occidentalis var. litoralis,L.,,Wild
1574,LISC046710,A.R.Torre,2267,09/12/1940,1,Mozambique,Gaza,Bilene-Macia,Entre Macia e Vila João Belo,-24.988275,33.185332,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis,L.,,
1575,LISC046711,A.R.Torre,2503,24/01/1941,1,Mozambique,Gaza,,De Bilene a Vila João Belo.,-25.03938,33.371393,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis,L.,,
1576,LISC046712,A.R.Torre,6786,20/07/1944,1,Mozambique,Gaza,,Entre Vila João Belo e Bilene,-25.03938,33.371393,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis,L.,,
1577,LISC046713,F.A.Mendonça,2862,15/11/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Costa do Sol,-25.9130087,32.6333547,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis,L.,,
1578,LISC046714,F.A.Mendonça,2862,15/11/1944,1,Mozambique,Província de Maputo,Cidade de Maputo,Costa do Sol,-25.9130087,32.6333547,Herbário,,Plantae,,,,,,Grewia occidentalis,L.,,
1579,LISC046715,A.R.Torre,1734,09/10/1940,1,Mozambique,Província de Maputo,,Entre Lourenço Marques e Marracuene.,-25.851113,32.632765,Herbário,H.Wild,Plantae,,,,,,Grewia occidentalis,L.,,
1580,LISC046716,A.R.Torre,1734,09/10/1940,1,Mozambique,Província de Maputo,,Entre Lourenço Marques e Marracuene.,-25.851113,32.632765,Herbário,,Plantae,,,,,,Grewia occidentalis,L.,,
1581,LISC046717,A.R.Torre,5296,06/05/1943,1,Mozambique,Tete,Mutarara,"Mutarara, margens do rio Zambeze",-17.4399996,35.0738907,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1582,LISC046718,A.R.Torre,5822,02/09/1943,1,Mozambique,Manica,,"Báruè, entre Mungári e Tambara",-16.944568,33.901388,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1583,LISC046719,A.R.Torre,3652,14/10/1941,1,Mozambique,Zambezia,Mopeia,Arredores de Mopeia,-17.9772215,35.703331,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1584,LISC046720,F.A.Mendonça,21,29/08/1942,1,Mozambique,Inhambane,Maxixe,Maxixe,-23.8595246,35.3472233,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1585,LISC046721,J.G.Garcia,1000,01/05/1948,1,Moçambique,Sofala,Nhamatanda,"Vila Machado, margens do rio Mutchira.",-19.201754,34.160009,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1586,LISC046723,A.R.Torre,1426,14/05/1937,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1587,LISC046724,A.R.Torre,2309,10/12/1940,1,Mozambique,Gaza,Cidade de Xai-Xai,Arredores do Hospital de Vila João Belo.,-25.068403,33.65815,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1588,LISC046725,A.R.Torre,6758,15/07/1944,1,Mozambique,Gaza,Chibuto,"Chibuto. Posto do Alto Changano, margens do rio.",-24.308054,33.6299992,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1589,LISC046726,A.R.Torre,6758,15/07/1944,1,Mozambique,Gaza,Chibuto,"Chibuto. Posto do Alto Changano, margens do rio.",-24.308054,33.6299992,Herbário,,Plantae,,,,,,Grewia sulcata,Mast.,,
1590,LISC046727,F.A.Mendonça,1899,31/08/1944,1,Mozambique,Inhambane,Vilankulo,"Vilanculos, caminho para a praia.",-22.000001,35.316667,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1591,LISC046728,A.R.Torre,2673,17/05/1941,1,Mozambique,Inhambane,Funhalouro,Vilanculos. Entre Mavume e Funhalouro.,-23.28901,34.473857,Herbário,H.Wild,Plantae,,,,,,Grewia sulcata,Mast.,,
1592,LISC046729,A.R.Torre,4424,26/07/1942,1,Mozambique,Zambezia,,Entre Nicuadala e Marral.,-17.778438,36.494061,Herbário,H.Wild,Plantae,,,,,,Grewia transzambesica,Wild,,
1593,LISC046730,A.R.Torre,4451,29/07/1942,1,Mozambique,Zambezia,Mopeia,Entre Mopeia e Mbôbo.,-17.812665,35.740965,Herbário,H.Wild,Plantae,,,,,,Grewia transzambesica,Wild,,
1594,LISC046731,A.R.Torre,4037,29/04/1942,1,Mozambique,Sofala,,"Cheringoma, ao km 70 da Beira, Savane.",-19.273736,34.678243,Herbário,H.Wild,Plantae,,,,,,Grewia transzambesica,Wild,,
1595,LISC046732,F.A.Mendonça,2133,20/09/1944,1,Mozambique,Zambezia,Gúruè,Serra de Gúruè,-15.374166,37.040556,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1596,LISC046733,F.A.Mendonça,2133,20/09/1944,1,Mozambique,Zambezia,Gúruè,Serra de Gúruè,-15.374166,37.040556,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1597,LISC046734,A.R.Torre,3573,01/10/1941,1,Mozambique,Zambezia,Gúruè,Montes do Gúruè,-15.374166,37.040556,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1598,LISC046735,A.R.Torre,5116,08/04/1943,1,Mozambique,Zambezia,Gúruè,Gúruè. Montes do Gúruè.,-15.374166,37.040556,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1599,LISC046736,A.R.Torre,5116,08/04/1943,1,Mozambique,Zambezia,Gúruè,Gúruè. Montes do Gúruè.,-15.374166,37.040556,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1600,LISC046737,J.G.Garcia,659,18/03/1948,1,Moçambique,Manica,Manica,"Manica, serra de Vumba.",-18.9900017,32.8816643,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1601,LISC046738,J.G.Garcia,659,18/03/1948,1,Moçambique,Manica,Manica,"Manica, serra de Vumba.",-18.9900017,32.8816643,Herbário,,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1602,LISC046739,J.G.Garcia,724,25/03/1948,1,Moçambique,Manica,Manica,"Manica, Serra de Vumba.",-18.9900017,32.8816643,Herbário,H.Wild,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1603,LISC046740,J.G.Garcia,724,25/03/1948,1,Moçambique,Manica,Manica,"Manica, Serra de Vumba.",-18.9900017,32.8816643,Herbário,,Plantae,,,,,,Sparrmannia ricinocarpa,(Eckl. & Zeyh.) Kuntze,,
1604,LISC046741,F.A.Mendonça,3923,15/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, base da serra do Chiluvo.",-19.2422228,34.0697231,Herbário,H.Wild,Plantae,,,,,,Triumfetta annua,L.,,
1605,LISC046742,J.G.Garcia,801,29/03/1948,1,Moçambique,Manica,Manica,"Chimoio, Vandúzi, margens do rio Lícuï.",-18.888512,33.275563,Herbário,,Plantae,,,,,,Triumfetta trichocarpa,Hochst.,,
1606,LISC046743,J.G.Garcia,801,29/03/1948,1,Moçambique,Manica,Manica,"Chimoio, Vandúzi, margens do rio Lícuï.",-18.888512,33.275563,Herbário,,Plantae,,,,,,Triumfetta trichocarpa,Hochst.,,
1607,LISC046744,F.A.Mendonça,3977,16/04/1948,1,Mozambique,Sofala,Nhamatanda,"Vila Machado, serra de Chiluvo.",-19.2422228,34.0697231,Herbário,,Plantae,,,,,,Triumfetta trichocarpa,Hochst.,,
1608,LISC046745,F.A.Mendonça,4171,12/05/1948,1,Mozambique,Tete,Angónia,"Angónia, sede do Posto Zootécnico",-14.69444,34.376404,Herbário,E.J.Mendes,Plantae,,,,,,Triumfetta amuletum,Sprague,,
1609,LISC046746,F.A.Mendonça,712,09/10/1942,1,Mozambique,Niassa,Lichinga,"Metónia, entre Vila Cabral e Litunde, a 75 km de Vila Cabral.",-13.277829,35.745123,Herbário,H.Wild,Plantae,,,,,,Triumfetta dekindtiana,Engl.,,
1610,LISC046747,A.R.Torre,5070,05/04/1943,1,Mozambique,Zambezia,,Entre Ile e Gúruè,-15.745492,37.093109,Herbário,H.Wild,Plantae,,,,,,Triumfetta dekindtiana,Engl.,,
1611,LISC046748,A.R.Torre,5553,21/06/1943,1,Mozambique,Zambezia,Ile,Região do Ile.,-16.024167,37.206111,Herbário,H.Wild,Plantae,,,,,,Triumfetta dekindtiana,Engl.,,
1612,LISC046749,A.R.Torre,1424,17/05/1937,1,Mozambique,Nampula,Nacala,"Nacala, Fernão Veloso",-14.4663466,40.6849995,Herbário,H.Wild,Plantae,,,,,,Triumfetta kirkii,Mast.,,
1613,LISC046750,A.R.Torre,4177,22/05/1942,1,Mozambique,Sofala,Muanza,Inhaminga. Serração de Durundi.,-19.127838,34.896311,Herbário,H.Wild,Plantae,,,,,,Triumfetta kirkii,Mast.,,
1614,LISC046751,A.R.Torre,696,02/04/1936,1,Mozambique,Nampula,Cidade de Nampula,"Nampula, Nampula",-15.1197219,39.2647209,Herbário,M.L.Gonçalves,Plantae,,,,,,Triumfetta pentandra,A.Rich.,,
1615,LISC046752,A.R.Torre,5582,26/06/1943,1,Mozambique,Zambezia,Ile,Montes do Ile.,-16.024167,37.206111,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa,Roth,,
1616,LISC046753,A.R.Torre,1241,20/01/1937,1,Mozambique,Nampula,,"Imala, de Nampula a Mecuburi, estrada de Mecuburi",-14.916105,39.045369,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa,Roth,,
1617,LISC046754,F.A.Mendonça,4174,12/05/1948,1,Mozambique,Tete,Angónia,"Angónia, Posto Zootécnico",-14.69444,34.376404,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. glabrescens,Roth,,Sprague & Hutch.
1618,LISC046755,F.A.Mendonça,4174,12/05/1948,1,Mozambique,Tete,Angónia,"Angónia, Posto Zootécnico",-14.69444,34.376404,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. glabrescens,Roth,,Sprague & Hutch.
1619,LISC046756,A.R.Torre,1540,28/05/1937,1,Mozambique,Zambezia,Gúruè,"Gúruè, Gúruè",-15.4669437,36.9777775,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. glabrescens,Roth,,Sprague & Hutch.
1620,LISC046757,A.R.Torre,5257,01/05/1943,1,Mozambique,Zambezia,Morrumbala,Encostas da serra da Morrumbala.,-17.479124,35.381718,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. glabrescens,Roth,,Sprague & Hutch.
1621,LISC046758,F.A.Mendonça,4475 A,09/06/1948,1,Mozambique,Manica,Manica,"Manica, Macequece, cascata de Penha Longa",-18.8876176,32.7278526,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. glabrescens,Roth,,Sprague & Hutch.
1622,LISC046759,A.R.Torre,26,02/1934,2,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. nyasana,Roth,,Sprague & Hutch.
1623,LISC046760,A.R.Torre,26,02/1934,2,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,,Plantae,,,,,,Triumfetta pilosa var. nyasana,Roth,,Sprague & Hutch.
1624,LISC046761,A.R.Torre,112,24/05/1934,1,Mozambique,Niassa,Cidade de Lichinga,"Vila Cabral, Vila Cabral",-13.3127785,35.2405567,Herbário,H.Wild,Plantae,,,,,,Triumfetta pilosa var. nyasana,Roth,,Sprague & Hutch.
