ID,Catalog Number,Collectors,Collector Number,Start Date,Start Date Precision,Pais,Provincia,Distrito ou Municipio,Locality Name,Latitude1,Longitude1,Collection,Determiner,Kingdom,phylum,class,order,family,genus,Full Name,Species Author,subspecies Author,variety Author
344,LISC036174,F.A.Mendonça,1156,30/10/1942,1,Mozambique,Nampula,Monapo,"Nacala, Posto de Netia",-14.7469435,39.9763889,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia corymbosa,Gilg,,
345,LISC036175,A.R.Torre,1409,24/04/1937,1,Mozambique,Nampula,,"Ribáuè, entre Ribáuè e Laláua, estrada de Laláua",-14.665193,38.330585,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia corymbosa,Gilg,,
346,LISC036176,F.A. Mendonça,2723,02/11/1944,1,Mozambique,Gaza,Chigubo,"Alto de Limpopo, Mapai, régulo Machaila",-22.2538891,32.9163876,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
347,LISC036177,F.A.Mendonça,1949,02/09/1944,1,Mozambique,Inhambane,Mabote,"Govuro, entre Mabote e Zimane, ao 47373 km.",-22.174927,33.985966,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
348,LISC036178,F.A.Mendonça,1853,23/08/1944,1,Mozambique,Província de Maputo,Boane,"Maputo, entre Umbeluzi e B. Vista",-26.166251,32.367331,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
349,LISC036179,F.A.Mendonça,1853,23/08/1944,1,Mozambique,Província de Maputo,Boane,"Maputo, entre Umbeluzi e B. Vista",-26.166251,32.367331,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
350,LISC036182,F.A.Mendonça,401,25/09/1942,1,Mozambique,Tete,Cahora-Bassa,"Marávia, entre Fingoé e o rio Zambeze",-15.619062,32.369266,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia matabelensis,Pestal.,,
351,LISC036181,A.R.Torre,6461,15/04/1944,1,Mozambique,Província de Maputo,,"Maputo, entre Umbeluzi e Bela Vista",-26.184798,32.531534,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
352,LISC036183,F.A.Mendonça,401,25/09/1942,1,Mozambique,Tete,Cahora-Bassa,"Marávia, entre Fingoé e o rio Zambeze",-15.619062,32.369266,Herbário,E.J.Mendes,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia matabelensis,Pestal.,,
353,LISC036184,F.A.Mendonça,377,24/09/1942,1,Mozambique,Tete,Cahora-Bassa,"Tete, entre Boroma e Chicôa",-15.623154,32.457618,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
354,LISC036185,F.A.Mendonça,403,25/09/1942,1,Mozambique,Tete,Cahora-Bassa,"Marávia, Posto de Chipera, a 5 km do Zambeze",-15.619062,32.369266,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
355,LISC036186,F.A.Mendonça,4092,05/05/1948,1,Mozambique,Tete,Cidade de Tete,"Tete, Arredores de Tete.",-16.1563902,33.5866661,Herbário,M.L.Gonçalves,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
356,LISC036187,A.R.Torre,2843,13/06/1941,1,Mozambique,Tete,Changara,"Boroma, próximo da Missão Católica.",-16.0500002,33.4333324,Herbário,E.J.Mendes,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
357,LISC036188,A.R.Torre,2843,13/06/1941,1,Mozambique,Tete,Changara,"Boroma, próximo da Missão Católica.",-16.0500002,33.4333324,Herbário,E.J.Mendes,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
358,LISC036189,A.R.Torre,6557,04/05/1944,1,Mozambique,Província de Maputo,Magude,Entre Uanetze e Magude,-24.757108,32.372924,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
359,LISC036190,A.R.Torre,5758,18/08/1943,1,Mozambique,Tete,Luenha,"Tete, Changara",-16.8363886,33.2738876,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
360,LISC036191,A.R.Torre,5758,18/08/1943,1,Mozambique,Tete,Luenha,"Tete, Changara",-16.8363886,33.2738876,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
361,LISC036192,A.R.Torre,3219,07/08/1941,1,Mozambique,Tete,Changara,Entre Tete e Chicôa,-15.877603,32.988991,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia mossambicensis,Klotzsch,,
362,LISC036193,F.A.Mendonça,751,11/10/1942,1,Mozambique,Niassa,Lago,"Lago, Metangula, margem do Lago Niassa, povoação de Seles",-12.6949997,34.815834,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
363,LISC036194,F.A.Mendonça,751,11/10/1942,1,Mozambique,Niassa,Lago,"Lago, Metangula, margem do Lago Niassa, povoação de Seles",-12.6949997,34.815834,Herbário,F.A.Mendonça,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
364,LISC036195,F.A.Mendonça,772,11/10/1942,1,Mozambique,Niassa,Lago,Entre Metangula e Vila Cabral - na Missão Anglicana de S. Bartolomeu,-12.614815,34.78996,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
365,LISC036196,F.A.Mendonça,1064,24/10/1942,1,Mozambique,C.Delgado,Quissanga,Entre Quissanga e P. Amélia.,-12.540411,40.417804,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
366,LISC036197,F.A.Mendonça,2020,10/09/1944,1,Mozambique,Sofala,Cheringoma,Entre Inhaminga e Chupanga.,-18.2188902,35.159996,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
367,LISC036198,F.A.Mendonça,207,12/09/1942,1,Mozambique,Sofala,Marromeu,"Cheringoma, de Inhaminga a Chupanga, bifurcação para Vila Fontes.",-18.028483,35.490134,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
368,LISC036199,F.A.Mendonça,4022,18/04/1948,1,Mozambique,Sofala,Nhamatanda,Vila Machado.,-19.269166,34.2127762,Herbário,M.L.Gonçalves,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
369,LISC036200,A.R.Torre,3507,25/09/1941,1,Mozambique,Zambezia,Namarroi,Entre o Ile e Nhamarrói,-15.990627,37.034846,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
370,LISC036201,A.R.Torre,3507,25/09/1941,1,Mozambique,Zambezia,Namarroi,Entre o Ile e Nhamarrói,-15.990627,37.034846,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
371,LISC036202,A.R.Torre,5818,02/09/1943,1,Mozambique,Manica,Guro,"Bárué, arredores de Mungári",-17.1680555,33.5538883,Herbário,M.L.Gonçalves,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
372,LISC036203,A.R.Torre,5818,02/09/1943,1,Mozambique,Manica,Guro,"Bárué, arredores de Mungári",-17.1680555,33.5538883,Herbário,M.L.Gonçalves,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia salicifolia,Oliv.,,
373,LISC036204,A.R.Torre,5761,18/08/1943,1,Mozambique,Tete,Changara,Changara,-16.8363886,33.2738876,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
374,LISC036205,A.R.Torre,5761,18/08/1943,1,Mozambique,Tete,Changara,Changara,-16.8363886,33.2738876,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
375,LISC036206,A.R.Torre,882,02/10/1936,1,Mozambique,Moçambique,Monapo,Entre Namiálo e Estação Monapo.,-14.918319,40.138962,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
376,LISC036207,F.A.Mendonça,462,27/09/1942,1,Mozambique,Tete,Changara,"Tete, Chioco",-16.416667,32.8247242,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
377,LISC036208,F.A.Mendonça,462,27/09/1942,1,Mozambique,Tete,Changara,"Tete, Chioco",-16.416667,32.8247242,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
378,LISC036209,A.R.Torre,3221,07/08/1941,1,Mozambique,Tete,,"Chicôa, margens do Zambeze",-15.5999994,32.3416672,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
379,LISC036210,A.R.Torre,3221,07/08/1941,1,Mozambique,Tete,,"Chicôa, margens do Zambeze",-15.5999994,32.3416672,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
380,LISC036211,F.A.Mendonça,447,26/09/1942,1,Mozambique,Tete,Changara,"Chiôco, nas margens do rio Luia",-16.416667,32.8247242,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
381,LISC036212,F.A.Mendonça,447,26/09/1942,1,Mozambique,Tete,Changara,"Chiôco, nas margens do rio Luia",-16.416667,32.8247242,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
382,LISC036213,A.R.Torre,4554,12/08/1942,1,Mozambique,Zambezia,Morrumbala,"Massingire, entre Águas Quentes e Metolola",-16.838014,35.434196,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
383,LISC036214,A.R.Torre,4554,12/08/1942,1,Mozambique,Zambezia,Morrumbala,"Massingire, entre Águas Quentes e Metolola",-16.838014,35.434196,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba kirkii,Oliv.,,
384,LISC036215,F.A.Mendonça,3502,22/11/1947,1,Mozambique,Província de Maputo,Matutuíne,Entre Maputo e Porto Henrique.,-26.132127,32.468525,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba natalensis,Sond.,,
385,LISC036216,F.A.Mendonça,3502,22/11/1947,1,Mozambique,Província de Maputo,Matutuíne,Entre Maputo e Porto Henrique.,-26.132127,32.468525,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba natalensis,Sond.,,
386,LISC036217,A.R.Torre,6872,18/12/1944,1,Mozambique,Província de Maputo,,Moamba,-25.597798,32.475138,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba natalensis,Sond.,,
387,LISC036218,A.R.Torre,6872,18/12/1944,1,Mozambique,Província de Maputo,,Moamba,-25.597798,32.475138,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba natalensis,Sond.,,
388,LISC036219,A.R.Torre,6831,10/10/1944,1,Mozambique,Tete,Mutarara,"Mutarara, Dona Ana",-17.4205561,35.065834,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
389,LISC036220,A.R.Torre,6831,10/10/1944,1,Mozambique,Tete,Mutarara,"Mutarara, Dona Ana",-17.4205561,35.065834,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
390,LISC036221,F.A.Mendonça,2734,03/11/1944,1,Mozambique,Gaza,Chicualacuala,"Alto Limpopo, Mapai",-22.8430548,31.9630556,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
391,LISC036222,F.A.Mendonça,2734,03/11/1944,1,Mozambique,Gaza,Chicualacuala,"Alto Limpopo, Mapai",-22.8430548,31.9630556,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
392,LISC036223,A.R.Torre,2688,19/05/1941,1,Mozambique,Gaza,Chigubo,Arredores de Saúte,-22.292779,32.9630566,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
393,LISC036224,A.R.Torre,2688,19/05/1941,1,Mozambique,Gaza,Chigubo,Arredores de Saúte,-22.292779,32.9630566,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Cadaba,Cadaba termitaria,N.E.Br.,,
394,LISC036225,A.R.Torre,6804,25/07/1944,1,Mozambique,Gaza,Mandlakaze,Manjacaze,-24.7116671,33.8827744,Herbário,H.Wild,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis thonningii,Schumach.,,
395,LISC036226,F.A.Mendonça,1938,01/09/1944,1,Mozambique,Inhambane,Vilankulo,"Vilanculos, Mapinhane",-22.2672234,35.1161098,Herbário,M.L.Gonçalves,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis brassii,DC.,,
396,LISC036180,A.R.Torre,6461,15/04/1944,1,Mozambique,Província de Maputo,,"Maputo, entre Umbeluzi e Bela Vista",-26.184798,32.531534,Herbário,M.C.Duarte,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Boscia,Boscia foetida subsp. rehmanniana,Schinz,(Pestal.) Toelken,
397,LISC036227,F.A.Mendonça,762,11/10/1942,1,Mozambique,Niassa,Lago,"Metangula, margem do Lago",-12.658778,34.805251,Herbário,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis rosea,(Klotzsch) Oliv.,,
